3000	 0.2	 Bubonic Bitch	 0.8	 0.4
Next Time Step Initiating...
person#217 has infected person#2943
person#217 has infected person#1388
person#217 has infected person#2797
person#217 has infected person#2361
person#217 has infected person#291
person#217 has infected person#1887
person#217 has infected person#162
person#217 has infected person#1530
person#217 has infected person#2795
person#217 has infected person#2297
Person#217 has Survived the disease
person#222 has infected person#382
person#222 has infected person#1904
person#222 has infected person#2997
person#222 has infected person#1774
person#222 has infected person#264
person#222 has infected person#1924
person#222 has infected person#874
person#222 has infected person#221
person#222 has infected person#283
person#222 has infected person#334
person#222 has infected person#1062
person#222 has infected person#220
person#222 has infected person#1755
person#222 has infected person#1216
person#222 has infected person#1789
person#222 has infected person#1664
person#222 has infected person#1546
person#222 has infected person#1375
Person#222 has died
person#224 has infected person#1722
person#224 has infected person#2697
person#224 has infected person#1698
person#224 has infected person#107
person#224 has infected person#2639
person#224 has infected person#2606
person#224 has infected person#2982
person#224 has infected person#946
person#224 has infected person#834
person#224 has infected person#764
person#224 has infected person#1126
person#224 has infected person#1156
person#224 has infected person#739
Person#224 has died
person#230 has infected person#1694
person#230 has infected person#2562
person#230 has infected person#1719
person#230 has infected person#736
person#230 has infected person#20
person#230 has infected person#2482
person#230 has infected person#624
person#230 has infected person#888
person#230 has infected person#567
person#230 has infected person#518
person#230 has infected person#1276
person#230 has infected person#2551
person#230 has infected person#122
person#230 has infected person#1004
person#230 has infected person#1523
person#230 has infected person#500
person#230 has infected person#2936
person#230 has infected person#2300
person#230 has infected person#890
Person#230 has Survived the disease
person#234 has infected person#811
person#234 has infected person#1649
person#234 has infected person#2160
person#234 has infected person#2641
person#234 has infected person#1232
person#234 has infected person#1639
person#234 has infected person#2508
person#234 has infected person#917
person#234 has infected person#42
person#234 has infected person#697
person#234 has infected person#215
person#234 has infected person#1080
person#234 has infected person#1554
person#234 has infected person#517
person#234 has infected person#1977
person#234 has infected person#2913
person#234 has infected person#2846
person#234 has infected person#2025
person#234 has infected person#1997
Person#234 has died
person#238 has infected person#2103
person#238 has infected person#2655
person#238 has infected person#1092
person#238 has infected person#1087
person#238 has infected person#2254
person#238 has infected person#1767
person#238 has infected person#400
person#238 has infected person#2433
person#238 has infected person#1775
person#238 has infected person#977
person#238 has infected person#413
person#238 has infected person#1605
person#238 has infected person#833
person#238 has infected person#386
person#238 has infected person#682
person#238 has infected person#1864
person#238 has infected person#1368
person#238 has infected person#2388
person#238 has infected person#1935
person#238 has infected person#384
Person#238 has died
person#239 has infected person#1444
person#239 has infected person#461
person#239 has infected person#2620
person#239 has infected person#2039
person#239 has infected person#2616
person#239 has infected person#1131
person#239 has infected person#1421
person#239 has infected person#666
person#239 has infected person#1180
person#239 has infected person#2000
person#239 has infected person#1762
person#239 has infected person#204
person#239 has infected person#2296
person#239 has infected person#1108
person#239 has infected person#330
person#239 has infected person#2609
Person#239 has died
person#246 has infected person#393
person#246 has infected person#2097
person#246 has infected person#1201
person#246 has infected person#1608
person#246 has infected person#346
person#246 has infected person#2434
person#246 has infected person#249
person#246 has infected person#2873
person#246 has infected person#469
person#246 has infected person#2129
person#246 has infected person#836
person#246 has infected person#1817
person#246 has infected person#2239
person#246 has infected person#2527
person#246 has infected person#1602
Person#246 has died
person#247 has infected person#1872
person#247 has infected person#1877
person#247 has infected person#620
person#247 has infected person#573
person#247 has infected person#2696
person#247 has infected person#2152
person#247 has infected person#2378
person#247 has infected person#184
person#247 has infected person#1171
person#247 has infected person#787
person#247 has infected person#294
person#247 has infected person#2051
Person#247 has Survived the disease
person#249 has infected person#320
person#249 has infected person#1221
person#249 has infected person#944
person#249 has infected person#132
person#249 has infected person#243
person#249 has infected person#530
person#249 has infected person#226
person#249 has infected person#213
person#249 has infected person#2848
person#249 has infected person#1793
person#249 has infected person#41
person#249 has infected person#232
Person#249 has died
person#255 has infected person#1991
person#255 has infected person#2133
person#255 has infected person#581
person#255 has infected person#1573
person#255 has infected person#244
person#255 has infected person#2497
person#255 has infected person#1553
person#255 has infected person#2776
person#255 has infected person#62
person#255 has infected person#2223
person#255 has infected person#2339
person#255 has infected person#1481
person#255 has infected person#2490
person#255 has infected person#1801
Person#255 has died
person#258 has infected person#325
person#258 has infected person#2258
person#258 has infected person#521
person#258 has infected person#157
person#258 has infected person#2375
person#258 has infected person#447
person#258 has infected person#317
person#258 has infected person#1703
person#258 has infected person#586
person#258 has infected person#1508
person#258 has infected person#2421
person#258 has infected person#880
person#258 has infected person#1298
person#258 has infected person#1679
person#258 has infected person#1715
Person#258 has Survived the disease
person#259 has infected person#1399
person#259 has infected person#1714
person#259 has infected person#1729
person#259 has infected person#1784
person#259 has infected person#2867
person#259 has infected person#1796
person#259 has infected person#1747
person#259 has infected person#2520
person#259 has infected person#678
person#259 has infected person#1797
person#259 has infected person#2729
Person#259 has Survived the disease
person#260 has infected person#799
person#260 has infected person#832
person#260 has infected person#2076
person#260 has infected person#2564
person#260 has infected person#2401
person#260 has infected person#2503
person#260 has infected person#729
person#260 has infected person#2612
person#260 has infected person#1210
person#260 has infected person#1675
Person#260 has died
person#263 has infected person#1632
person#263 has infected person#2195
person#263 has infected person#2124
person#263 has infected person#939
person#263 has infected person#55
person#263 has infected person#2054
person#263 has infected person#173
person#263 has infected person#1234
person#263 has infected person#313
person#263 has infected person#621
person#263 has infected person#1237
person#263 has infected person#830
person#263 has infected person#1930
person#263 has infected person#2632
Person#263 has Survived the disease
person#264 has infected person#2827
person#264 has infected person#965
person#264 has infected person#2864
person#264 has infected person#497
person#264 has infected person#37
person#264 has infected person#579
person#264 has infected person#40
person#264 has infected person#22
person#264 has infected person#768
person#264 has infected person#1878
person#264 has infected person#640
person#264 has infected person#925
person#264 has infected person#829
person#264 has infected person#886
person#264 has infected person#2308
person#264 has infected person#1568
Person#264 has died
person#265 has infected person#1932
person#265 has infected person#2294
person#265 has infected person#1454
person#265 has infected person#782
person#265 has infected person#43
person#265 has infected person#1271
person#265 has infected person#2884
person#265 has infected person#2008
person#265 has infected person#156
person#265 has infected person#2228
person#265 has infected person#68
person#265 has infected person#2114
Person#265 has died
person#266 has infected person#251
person#266 has infected person#2492
person#266 has infected person#1274
person#266 has infected person#1436
person#266 has infected person#2988
person#266 has infected person#218
person#266 has infected person#1695
person#266 has infected person#816
person#266 has infected person#1083
person#266 has infected person#1579
person#266 has infected person#849
person#266 has infected person#1101
person#266 has infected person#1057
person#266 has infected person#1946
person#266 has infected person#2403
person#266 has infected person#2309
person#266 has infected person#1254
Person#266 has died
person#267 has infected person#997
person#267 has infected person#1229
person#267 has infected person#704
person#267 has infected person#1788
person#267 has infected person#1002
person#267 has infected person#1411
person#267 has infected person#2813
person#267 has infected person#392
person#267 has infected person#2187
person#267 has infected person#2402
person#267 has infected person#1483
person#267 has infected person#865
person#267 has infected person#1390
person#267 has infected person#142
person#267 has infected person#735
Person#267 has died
person#270 has infected person#658
person#270 has infected person#1781
person#270 has infected person#2811
person#270 has infected person#1829
person#270 has infected person#2604
person#270 has infected person#1125
person#270 has infected person#1337
person#270 has infected person#322
person#270 has infected person#91
Person#270 has died
person#271 has infected person#2338
person#271 has infected person#200
person#271 has infected person#760
person#271 has infected person#1667
person#271 has infected person#2691
person#271 has infected person#2600
person#271 has infected person#906
person#271 has infected person#905
person#271 has infected person#2438
person#271 has infected person#1395
person#271 has infected person#1414
person#271 has infected person#2169
person#271 has infected person#2556
person#271 has infected person#1620
person#271 has infected person#1185
person#271 has infected person#2581
Person#271 has Survived the disease
person#272 has infected person#2534
person#272 has infected person#1516
person#272 has infected person#818
person#272 has infected person#1200
person#272 has infected person#126
person#272 has infected person#286
person#272 has infected person#1391
person#272 has infected person#860
person#272 has infected person#1402
Person#272 has died
person#273 has infected person#2327
person#273 has infected person#526
person#273 has infected person#2393
person#273 has infected person#2052
person#273 has infected person#920
person#273 has infected person#2565
person#273 has infected person#1015
person#273 has infected person#1868
person#273 has infected person#2495
person#273 has infected person#209
person#273 has infected person#2596
person#273 has infected person#1959
Person#273 has died
person#275 has infected person#1227
person#275 has infected person#2179
person#275 has infected person#2030
person#275 has infected person#2756
person#275 has infected person#1815
person#275 has infected person#748
person#275 has infected person#2752
person#275 has infected person#2713
person#275 has infected person#2307
person#275 has infected person#96
person#275 has infected person#304
Person#275 has died
person#276 has infected person#1536
person#276 has infected person#2301
person#276 has infected person#879
person#276 has infected person#574
person#276 has infected person#1750
person#276 has infected person#2164
person#276 has infected person#2598
person#276 has infected person#2315
Person#276 has died
person#278 has infected person#1597
person#278 has infected person#922
person#278 has infected person#616
person#278 has infected person#625
person#278 has infected person#1263
person#278 has infected person#2212
person#278 has infected person#855
person#278 has infected person#1110
person#278 has infected person#854
person#278 has infected person#1635
person#278 has infected person#510
person#278 has infected person#858
person#278 has infected person#409
person#278 has infected person#835
Person#278 has Survived the disease
person#283 has infected person#1358
person#283 has infected person#695
person#283 has infected person#2934
person#283 has infected person#515
person#283 has infected person#1654
person#283 has infected person#2519
person#283 has infected person#926
person#283 has infected person#2708
person#283 has infected person#746
person#283 has infected person#1381
person#283 has infected person#1045
person#283 has infected person#2716
person#283 has infected person#2126
person#283 has infected person#387
Person#283 has died
person#286 has infected person#1423
person#286 has infected person#2183
person#286 has infected person#2174
person#286 has infected person#650
person#286 has infected person#2933
person#286 has infected person#1140
person#286 has infected person#1916
person#286 has infected person#306
person#286 has infected person#2422
person#286 has infected person#1435
person#286 has infected person#1816
person#286 has infected person#1341
person#286 has infected person#1795
person#286 has infected person#422
Person#286 has Survived the disease
person#289 has infected person#1485
person#289 has infected person#1460
person#289 has infected person#1347
person#289 has infected person#657
person#289 has infected person#364
person#289 has infected person#1252
person#289 has infected person#690
Person#289 has died
person#290 has infected person#2295
person#290 has infected person#2182
person#290 has infected person#336
person#290 has infected person#884
person#290 has infected person#2326
person#290 has infected person#2379
person#290 has infected person#2213
person#290 has infected person#2877
person#290 has infected person#1905
person#290 has infected person#2793
person#290 has infected person#2944
person#290 has infected person#2980
person#290 has infected person#1623
person#290 has infected person#1851
Person#290 has died
person#291 has infected person#1353
person#291 has infected person#2991
person#291 has infected person#2984
person#291 has infected person#755
person#291 has infected person#19
person#291 has infected person#706
person#291 has infected person#2192
person#291 has infected person#1193
Person#291 has died
person#294 has infected person#1497
person#294 has infected person#2010
person#294 has infected person#1467
person#294 has infected person#823
person#294 has infected person#1544
person#294 has infected person#2188
person#294 has infected person#2823
person#294 has infected person#935
person#294 has infected person#1268
Person#294 has died
person#297 has infected person#472
person#297 has infected person#2196
person#297 has infected person#1071
person#297 has infected person#936
person#297 has infected person#1302
person#297 has infected person#1892
person#297 has infected person#2638
person#297 has infected person#1556
person#297 has infected person#796
person#297 has infected person#1517
person#297 has infected person#2304
Person#297 has died
person#299 has infected person#2234
person#299 has infected person#1581
person#299 has infected person#2509
person#299 has infected person#591
person#299 has infected person#1383
person#299 has infected person#889
person#299 has infected person#2701
person#299 has infected person#1919
Person#299 has died
person#304 has infected person#2769
person#304 has infected person#368
person#304 has infected person#1461
person#304 has infected person#872
person#304 has infected person#1945
person#304 has infected person#1242
person#304 has infected person#622
person#304 has infected person#1678
person#304 has infected person#161
person#304 has infected person#1936
person#304 has infected person#1515
person#304 has infected person#2774
person#304 has infected person#2026
person#304 has infected person#328
person#304 has infected person#78
Person#304 has died
person#305 has infected person#2945
person#305 has infected person#308
person#305 has infected person#2529
person#305 has infected person#332
person#305 has infected person#1584
person#305 has infected person#2168
person#305 has infected person#2079
person#305 has infected person#665
person#305 has infected person#1030
person#305 has infected person#252
person#305 has infected person#2762
Person#305 has died
person#306 has infected person#2003
person#306 has infected person#779
person#306 has infected person#1297
person#306 has infected person#611
person#306 has infected person#707
person#306 has infected person#388
person#306 has infected person#1934
person#306 has infected person#1137
person#306 has infected person#2727
person#306 has infected person#434
person#306 has infected person#2586
person#306 has infected person#2505
person#306 has infected person#2968
person#306 has infected person#524
Person#306 has died
person#307 has infected person#2915
person#307 has infected person#2478
person#307 has infected person#2064
person#307 has infected person#103
person#307 has infected person#2563
person#307 has infected person#2647
person#307 has infected person#1158
person#307 has infected person#2095
Person#307 has died
person#308 has infected person#1462
person#308 has infected person#931
person#308 has infected person#2856
person#308 has infected person#172
person#308 has infected person#1308
person#308 has infected person#2016
person#308 has infected person#672
person#308 has infected person#2550
person#308 has infected person#2278
person#308 has infected person#2664
person#308 has infected person#838
person#308 has infected person#1269
Person#308 has Survived the disease
person#312 has infected person#653
person#312 has infected person#311
person#312 has infected person#715
person#312 has infected person#2283
person#312 has infected person#882
person#312 has infected person#2907
person#312 has infected person#1491
person#312 has infected person#671
Person#312 has died
person#313 has infected person#2618
person#313 has infected person#2786
person#313 has infected person#175
person#313 has infected person#2128
person#313 has infected person#1858
person#313 has infected person#2614
person#313 has infected person#848
person#313 has infected person#1535
Person#313 has Survived the disease
person#314 has infected person#2430
person#314 has infected person#1309
person#314 has infected person#2227
person#314 has infected person#140
person#314 has infected person#2800
person#314 has infected person#2056
person#314 has infected person#2314
person#314 has infected person#2966
person#314 has infected person#2011
person#314 has infected person#2020
person#314 has infected person#673
person#314 has infected person#2305
Person#314 has died
person#315 has infected person#2722
person#315 has infected person#98
person#315 has infected person#2282
person#315 has infected person#2688
person#315 has infected person#2292
person#315 has infected person#45
person#315 has infected person#1960
person#315 has infected person#2732
person#315 has infected person#2088
person#315 has infected person#2318
person#315 has infected person#1616
person#315 has infected person#1610
Person#315 has died
person#317 has infected person#1380
person#317 has infected person#2576
person#317 has infected person#1685
person#317 has infected person#2130
person#317 has infected person#2035
person#317 has infected person#599
Person#317 has died
person#320 has infected person#1733
person#320 has infected person#2320
person#320 has infected person#1135
person#320 has infected person#900
person#320 has infected person#841
person#320 has infected person#2881
person#320 has infected person#1659
person#320 has infected person#2928
person#320 has infected person#945
Person#320 has died
person#321 has infected person#1102
person#321 has infected person#1493
person#321 has infected person#1855
person#321 has infected person#761
person#321 has infected person#552
Person#321 has died
person#322 has infected person#847
person#322 has infected person#1222
person#322 has infected person#65
person#322 has infected person#1001
person#322 has infected person#1897
person#322 has infected person#210
person#322 has infected person#1963
person#322 has infected person#2075
person#322 has infected person#1104
person#322 has infected person#1520
person#322 has infected person#2072
Person#322 has died
person#324 has infected person#1129
person#324 has infected person#862
person#324 has infected person#1979
person#324 has infected person#2084
person#324 has infected person#2423
person#324 has infected person#2071
person#324 has infected person#1770
person#324 has infected person#125
person#324 has infected person#2449
Person#324 has died
person#325 has infected person#339
person#325 has infected person#2654
person#325 has infected person#133
person#325 has infected person#2516
person#325 has infected person#2880
person#325 has infected person#516
person#325 has infected person#300
person#325 has infected person#2407
Person#325 has died
person#327 has infected person#2866
person#327 has infected person#1711
person#327 has infected person#826
person#327 has infected person#2507
person#327 has infected person#1362
person#327 has infected person#1086
person#327 has infected person#166
person#327 has infected person#978
person#327 has infected person#1707
person#327 has infected person#2376
Person#327 has died
person#328 has infected person#326
person#328 has infected person#1965
person#328 has infected person#2986
person#328 has infected person#341
person#328 has infected person#722
person#328 has infected person#597
person#328 has infected person#1771
person#328 has infected person#1586
person#328 has infected person#349
Person#328 has died
person#330 has infected person#1490
person#330 has infected person#1484
person#330 has infected person#948
person#330 has infected person#2236
person#330 has infected person#2694
person#330 has infected person#1953
person#330 has infected person#1082
person#330 has infected person#1926
person#330 has infected person#2900
person#330 has infected person#1670
Person#330 has died
person#332 has infected person#2161
person#332 has infected person#2831
person#332 has infected person#2748
person#332 has infected person#2912
person#332 has infected person#2801
person#332 has infected person#893
person#332 has infected person#2712
person#332 has infected person#1184
person#332 has infected person#576
person#332 has infected person#1599
Person#332 has died
person#333 has infected person#449
person#333 has infected person#2825
person#333 has infected person#83
person#333 has infected person#767
person#333 has infected person#555
person#333 has infected person#894
person#333 has infected person#1050
Person#333 has died
person#334 has infected person#1354
person#334 has infected person#1127
person#334 has infected person#2533
person#334 has infected person#645
person#334 has infected person#1293
person#334 has infected person#2381
Person#334 has Survived the disease
person#335 has infected person#553
person#335 has infected person#730
person#335 has infected person#840
person#335 has infected person#2121
person#335 has infected person#2790
person#335 has infected person#2961
person#335 has infected person#2399
person#335 has infected person#1447
person#335 has infected person#1196
person#335 has infected person#1952
Person#335 has died
person#336 has infected person#2171
person#336 has infected person#2306
person#336 has infected person#1499
person#336 has infected person#2362
person#336 has infected person#1665
person#336 has infected person#248
person#336 has infected person#2112
person#336 has infected person#262
person#336 has infected person#992
person#336 has infected person#2587
person#336 has infected person#2767
Person#336 has died
person#337 has infected person#1203
person#337 has infected person#446
person#337 has infected person#885
person#337 has infected person#2017
person#337 has infected person#53
Person#337 has died
person#339 has infected person#237
person#339 has infected person#301
person#339 has infected person#1713
person#339 has infected person#2488
person#339 has infected person#1582
person#339 has infected person#871
person#339 has infected person#895
person#339 has infected person#1394
person#339 has infected person#991
Person#339 has died
person#340 has infected person#1205
person#340 has infected person#443
person#340 has infected person#2865
person#340 has infected person#2622
person#340 has infected person#2967
person#340 has infected person#902
person#340 has infected person#2718
Person#340 has died
person#341 has infected person#2255
person#341 has infected person#1744
person#341 has infected person#492
person#341 has infected person#1093
person#341 has infected person#610
person#341 has infected person#104
person#341 has infected person#1316
person#341 has infected person#1146
Person#341 has died
person#342 has infected person#1079
person#342 has infected person#416
person#342 has infected person#669
person#342 has infected person#1301
person#342 has infected person#1540
person#342 has infected person#1257
Person#342 has died
person#343 has infected person#2110
person#343 has infected person#1386
person#343 has infected person#2033
person#343 has infected person#2577
person#343 has infected person#2325
person#343 has infected person#2792
person#343 has infected person#2832
person#343 has infected person#344
Person#343 has Survived the disease
person#344 has infected person#1833
person#344 has infected person#972
person#344 has infected person#2537
person#344 has infected person#1028
person#344 has infected person#1658
Person#344 has Survived the disease
person#346 has infected person#1593
person#346 has infected person#1512
person#346 has infected person#2288
person#346 has infected person#2498
person#346 has infected person#795
person#346 has infected person#2363
person#346 has infected person#154
person#346 has infected person#710
person#346 has infected person#2148
person#346 has infected person#1449
person#346 has infected person#1957
Person#346 has died
person#349 has infected person#1704
person#349 has infected person#2089
person#349 has infected person#2741
person#349 has infected person#2513
person#349 has infected person#527
person#349 has infected person#1361
person#349 has infected person#1256
person#349 has infected person#853
Person#349 has died
person#351 has infected person#241
person#351 has infected person#2571
person#351 has infected person#2268
person#351 has infected person#1334
person#351 has infected person#2396
Person#351 has died
person#352 has infected person#1802
person#352 has infected person#227
person#352 has infected person#460
person#352 has infected person#1338
person#352 has infected person#403
person#352 has infected person#1492
person#352 has infected person#2106
person#352 has infected person#71
person#352 has infected person#2350
person#352 has infected person#2719
Person#352 has died
person#354 has infected person#219
person#354 has infected person#2758
person#354 has infected person#2683
person#354 has infected person#2251
Person#354 has Survived the disease
person#356 has infected person#2515
person#356 has infected person#2629
person#356 has infected person#1169
person#356 has infected person#1849
person#356 has infected person#1425
person#356 has infected person#158
person#356 has infected person#1834
person#356 has infected person#345
Person#356 has died
person#359 has infected person#1009
person#359 has infected person#805
person#359 has infected person#152
person#359 has infected person#1290
person#359 has infected person#2898
person#359 has infected person#705
Person#359 has died
person#361 has infected person#407
person#361 has infected person#60
person#361 has infected person#458
Person#361 has died
person#362 has infected person#1651
person#362 has infected person#2736
person#362 has infected person#2960
person#362 has infected person#2626
person#362 has infected person#1541
person#362 has infected person#1758
person#362 has infected person#1279
Person#362 has died
person#364 has infected person#1058
person#364 has infected person#1042
person#364 has infected person#1073
person#364 has infected person#595
person#364 has infected person#1813
person#364 has infected person#2549
Person#364 has Survived the disease
person#365 has infected person#2702
person#365 has infected person#1438
person#365 has infected person#2344
person#365 has infected person#1681
Person#365 has died
person#366 has infected person#2591
person#366 has infected person#2491
person#366 has infected person#623
person#366 has infected person#1941
person#366 has infected person#113
person#366 has infected person#724
person#366 has infected person#245
person#366 has infected person#674
person#366 has infected person#2269
Person#366 has died
person#367 has infected person#2673
person#367 has infected person#2721
person#367 has infected person#2207
person#367 has infected person#135
person#367 has infected person#940
person#367 has infected person#48
Person#367 has died
person#368 has infected person#2910
person#368 has infected person#2657
person#368 has infected person#123
person#368 has infected person#496
person#368 has infected person#479
person#368 has infected person#8
person#368 has infected person#775
Person#368 has died
person#369 has infected person#2265
person#369 has infected person#1289
person#369 has infected person#1519
person#369 has infected person#2903
person#369 has infected person#1326
person#369 has infected person#2162
person#369 has infected person#2317
Person#369 has died
person#370 has infected person#2435
person#370 has infected person#1871
person#370 has infected person#2267
person#370 has infected person#2367
person#370 has infected person#1881
Person#370 has Survived the disease
person#371 has infected person#296
person#371 has infected person#269
person#371 has infected person#2352
person#371 has infected person#2332
person#371 has infected person#1053
person#371 has infected person#145
Person#371 has Survived the disease
person#372 has infected person#2170
person#372 has infected person#1611
person#372 has infected person#2539
person#372 has infected person#2312
person#372 has infected person#582
person#372 has infected person#2543
Person#372 has died
person#374 has infected person#197
person#374 has infected person#2322
person#374 has infected person#1480
person#374 has infected person#2365
Person#374 has died
person#375 has infected person#1183
person#375 has infected person#1343
person#375 has infected person#752
person#375 has infected person#390
person#375 has infected person#57
person#375 has infected person#762
person#375 has infected person#1618
Person#375 has Survived the disease
person#376 has infected person#1521
person#376 has infected person#385
person#376 has infected person#636
Person#376 has died
person#378 has infected person#2757
person#378 has infected person#998
person#378 has infected person#807
person#378 has infected person#2436
person#378 has infected person#1585
person#378 has infected person#2324
person#378 has infected person#228
Person#378 has died
person#381 has infected person#1047
person#381 has infected person#619
person#381 has infected person#2796
person#381 has infected person#2824
person#381 has infected person#2045
Person#381 has died
person#382 has infected person#1109
person#382 has infected person#2345
person#382 has infected person#2080
person#382 has infected person#800
person#382 has infected person#476
person#382 has infected person#1303
Person#382 has Survived the disease
person#383 has infected person#2036
person#383 has infected person#148
Person#383 has died
person#384 has infected person#5
person#384 has infected person#1450
person#384 has infected person#1748
person#384 has infected person#1880
person#384 has infected person#408
person#384 has infected person#536
person#384 has infected person#630
person#384 has infected person#754
person#384 has infected person#864
person#384 has infected person#1112
Person#384 has died
person#385 has infected person#1291
person#385 has infected person#293
Person#385 has Survived the disease
person#386 has infected person#759
person#386 has infected person#1443
person#386 has infected person#2468
person#386 has infected person#1565
person#386 has infected person#955
person#386 has infected person#1642
Person#386 has died
person#387 has infected person#912
person#387 has infected person#1846
person#387 has infected person#2299
Person#387 has Survived the disease
person#388 has infected person#2891
person#388 has infected person#751
person#388 has infected person#1873
Person#388 has Survived the disease
person#390 has infected person#1907
person#390 has infected person#635
person#390 has infected person#814
person#390 has infected person#89
person#390 has infected person#1806
person#390 has infected person#2835
person#390 has infected person#2628
person#390 has infected person#191
person#390 has infected person#2939
person#390 has infected person#542
Person#390 has died
person#392 has infected person#2854
person#392 has infected person#1453
Person#392 has died
person#393 has infected person#462
person#393 has infected person#75
person#393 has infected person#1903
person#393 has infected person#1430
person#393 has infected person#1696
Person#393 has died
person#394 has infected person#2964
person#394 has infected person#2631
person#394 has infected person#1644
person#394 has infected person#2759
person#394 has infected person#529
person#394 has infected person#791
person#394 has infected person#2826
Person#394 has died
person#396 has infected person#1828
person#396 has infected person#1622
person#396 has infected person#15
person#396 has infected person#2522
person#396 has infected person#1847
person#396 has infected person#445
Person#396 has Survived the disease
person#397 has infected person#2493
person#397 has infected person#2837
person#397 has infected person#2467
Person#397 has died
person#398 has infected person#1661
person#398 has infected person#2184
person#398 has infected person#1294
person#398 has infected person#160
person#398 has infected person#250
person#398 has infected person#907
person#398 has infected person#2275
person#398 has infected person#168
person#398 has infected person#59
Person#398 has died
person#400 has infected person#1199
person#400 has infected person#1933
person#400 has infected person#1982
person#400 has infected person#120
person#400 has infected person#1333
person#400 has infected person#1280
person#400 has infected person#1177
Person#400 has Survived the disease
person#401 has infected person#2621
person#401 has infected person#2996
person#401 has infected person#1250
person#401 has infected person#1418
person#401 has infected person#2057
person#401 has infected person#1837
person#401 has infected person#379
person#401 has infected person#1258
person#401 has infected person#578
person#401 has infected person#2999
person#401 has infected person#2470
Person#401 has died
person#402 has infected person#256
person#402 has infected person#2096
person#402 has infected person#459
person#402 has infected person#1964
Person#402 has Survived the disease
person#403 has infected person#2143
person#403 has infected person#1292
Person#403 has died
person#404 has infected person#1431
person#404 has infected person#1888
person#404 has infected person#2665
person#404 has infected person#1555
person#404 has infected person#2512
Person#404 has died
person#406 has infected person#33
person#406 has infected person#2595
person#406 has infected person#2424
person#406 has infected person#2333
Person#406 has died
person#407 has infected person#545
person#407 has infected person#2672
person#407 has infected person#1114
person#407 has infected person#881
person#407 has infected person#726
person#407 has infected person#1717
Person#407 has died
person#408 has infected person#703
person#408 has infected person#1235
person#408 has infected person#1476
person#408 has infected person#1627
Person#408 has died
person#409 has infected person#2773
person#409 has infected person#519
person#409 has infected person#825
person#409 has infected person#943
person#409 has infected person#681
Person#409 has died
person#412 has infected person#897
person#412 has infected person#979
Person#412 has died
person#413 has infected person#2446
person#413 has infected person#1915
person#413 has infected person#357
person#413 has infected person#1359
person#413 has infected person#1628
person#413 has infected person#1437
Person#413 has Survived the disease
person#414 has infected person#1331
person#414 has infected person#1059
person#414 has infected person#1363
person#414 has infected person#2190
Person#414 has died
person#415 has infected person#355
person#415 has infected person#1459
Person#415 has died
person#416 has infected person#2145
person#416 has infected person#2575
person#416 has infected person#1987
person#416 has infected person#2240
Person#416 has died
person#418 has infected person#1318
person#418 has infected person#1351
Person#418 has died
person#421 has infected person#2018
person#421 has infected person#1808
person#421 has infected person#501
Person#421 has died
person#422 has infected person#1844
person#422 has infected person#2224
Person#422 has died
person#423 has infected person#56
person#423 has infected person#2211
Person#423 has died
person#425 has infected person#1244
person#425 has infected person#88
person#425 has infected person#679
person#425 has infected person#2395
person#425 has infected person#109
Person#425 has Survived the disease
person#426 has infected person#2451
person#426 has infected person#231
person#426 has infected person#2625
person#426 has infected person#1525
person#426 has infected person#108
person#426 has infected person#2888
Person#426 has died
person#428 has infected person#2233
person#428 has infected person#30
person#428 has infected person#2217
Person#428 has died
person#430 has infected person#758
person#430 has infected person#2517
person#430 has infected person#1006
person#430 has infected person#727
person#430 has infected person#1638
person#430 has infected person#2930
Person#430 has died
person#431 has infected person#2475
person#431 has infected person#677
person#431 has infected person#169
person#431 has infected person#2674
person#431 has infected person#1097
person#431 has infected person#960
Person#431 has died
person#433 has infected person#2140
person#433 has infected person#1702
person#433 has infected person#110
Person#433 has died
person#434 has infected person#1637
person#434 has infected person#1074
person#434 has infected person#1195
Person#434 has died
person#436 has infected person#466
person#436 has infected person#189
person#436 has infected person#2583
Person#436 has died
person#438 has infected person#2559
person#438 has infected person#731
person#438 has infected person#1537
person#438 has infected person#1262
Person#438 has died
person#439 has infected person#2041
person#439 has infected person#520
person#439 has infected person#1671
person#439 has infected person#2245
Person#439 has Survived the disease
person#441 has infected person#1217
person#441 has infected person#2658
Person#441 has died
person#442 has infected person#694
person#442 has infected person#254
Person#442 has died
person#443 has infected person#1498
person#443 has infected person#1710
Person#443 has Survived the disease
person#444 has infected person#1836
person#444 has infected person#198
Person#444 has died
person#445 has infected person#2709
person#445 has infected person#1306
person#445 has infected person#1349
person#445 has infected person#2298
person#445 has infected person#214
Person#445 has died
person#446 has infected person#1495
person#446 has infected person#2788
person#446 has infected person#2343
person#446 has infected person#875
Person#446 has died
person#447 has infected person#284
Person#447 has died
Person#449 has died
person#450 has infected person#316
person#450 has infected person#2013
person#450 has infected person#2155
Person#450 has died
person#451 has infected person#2553
person#451 has infected person#2990
Person#451 has died
person#452 has infected person#914
person#452 has infected person#448
person#452 has infected person#2246
person#452 has infected person#1027
Person#452 has Survived the disease
person#453 has infected person#2633
person#453 has infected person#2247
Person#453 has died
person#454 has infected person#2070
person#454 has infected person#2272
Person#454 has died
person#455 has infected person#1322
Person#455 has Survived the disease
person#456 has infected person#405
Person#456 has died
person#457 has infected person#1842
person#457 has infected person#319
person#457 has infected person#901
Person#457 has Survived the disease
