3000	 0.2	 Bubonic Bitch	 0.8	 0.4
Next Time Step Initiating...
Person#458 has died
person#459 has infected person#9
Person#459 has died
person#460 has infected person#1041
person#460 has infected person#377
Person#460 has died
person#461 has infected person#1111
person#461 has infected person#2366
person#461 has infected person#602
Person#461 has died
person#462 has infected person#1660
person#462 has infected person#2735
person#462 has infected person#2942
person#462 has infected person#927
person#462 has infected person#1113
Person#462 has died
person#463 has infected person#1348
person#463 has infected person#1307
Person#463 has died
person#464 has infected person#1172
person#464 has infected person#2908
person#464 has infected person#852
person#464 has infected person#2676
Person#464 has Survived the disease
person#466 has infected person#911
person#466 has infected person#737
person#466 has infected person#2277
person#466 has infected person#130
person#466 has infected person#2270
person#466 has infected person#2425
Person#466 has died
person#467 has infected person#298
person#467 has infected person#1220
Person#467 has died
person#468 has infected person#1634
person#468 has infected person#1551
Person#468 has Survived the disease
person#469 has infected person#1712
person#469 has infected person#253
Person#469 has Survived the disease
person#471 has infected person#929
person#471 has infected person#959
person#471 has infected person#1373
Person#471 has died
Person#472 has died
person#473 has infected person#2876
Person#473 has died
person#475 has infected person#146
Person#475 has died
person#476 has infected person#2946
person#476 has infected person#115
Person#476 has died
person#477 has infected person#2111
person#477 has infected person#1310
person#477 has infected person#1141
Person#477 has died
person#478 has infected person#1779
person#478 has infected person#2875
Person#478 has Survived the disease
person#479 has infected person#1305
person#479 has infected person#2743
person#479 has infected person#353
Person#479 has died
person#480 has infected person#2063
Person#480 has died
person#481 has infected person#100
Person#481 has died
person#482 has infected person#73
Person#482 has Survived the disease
Person#484 has died
person#485 has infected person#1433
Person#485 has Survived the disease
person#487 has infected person#2861
person#487 has infected person#1948
person#487 has infected person#958
person#487 has infected person#242
person#487 has infected person#2917
Person#487 has died
person#488 has infected person#2649
Person#488 has Survived the disease
person#489 has infected person#331
person#489 has infected person#2142
Person#489 has died
person#491 has infected person#988
Person#491 has died
person#492 has infected person#2624
Person#492 has died
person#494 has infected person#1772
person#494 has infected person#2894
Person#494 has died
person#495 has infected person#2754
person#495 has infected person#1115
Person#495 has died
person#496 has infected person#2081
person#496 has infected person#2956
Person#496 has died
person#497 has infected person#2334
person#497 has infected person#783
Person#497 has died
person#499 has infected person#723
person#499 has infected person#1350
person#499 has infected person#1344
person#499 has infected person#1865
Person#499 has Survived the disease
person#500 has infected person#1387
Person#500 has died
person#501 has infected person#2204
Person#501 has died
person#503 has infected person#1731
person#503 has infected person#1910
person#503 has infected person#287
Person#503 has died
person#505 has infected person#277
person#505 has infected person#2049
Person#505 has died
person#507 has infected person#2761
Person#507 has died
person#508 has infected person#1281
person#508 has infected person#2044
Person#508 has died
person#510 has infected person#2113
person#510 has infected person#973
Person#510 has died
Person#512 has died
person#514 has infected person#2574
Person#514 has died
Person#515 has Survived the disease
person#516 has infected person#676
person#516 has infected person#1949
person#516 has infected person#1971
person#516 has infected person#417
Person#516 has died
person#517 has infected person#7
Person#517 has died
person#518 has infected person#2784
Person#518 has died
Person#519 has died
person#520 has infected person#2747
person#520 has infected person#1325
Person#520 has died
person#521 has infected person#575
Person#521 has died
Person#524 has died
Person#525 has died
person#526 has infected person#2506
person#526 has infected person#2276
Person#526 has died
person#527 has infected person#2074
Person#527 has died
person#528 has infected person#772
Person#528 has died
Person#529 has Survived the disease
person#530 has infected person#2911
Person#530 has died
person#531 has infected person#1420
person#531 has infected person#206
Person#531 has died
person#536 has infected person#225
person#536 has infected person#2902
person#536 has infected person#1763
Person#536 has died
person#537 has infected person#1720
Person#537 has Survived the disease
Person#538 has died
person#539 has infected person#2924
Person#539 has Survived the disease
person#540 has infected person#288
Person#540 has died
Person#542 has died
person#543 has infected person#2977
Person#543 has died
person#545 has infected person#1077
Person#545 has died
person#546 has infected person#1958
Person#546 has died
Person#549 has Survived the disease
Person#550 has Survived the disease
Person#551 has died
person#552 has infected person#2920
Person#552 has Survived the disease
Person#553 has died
person#555 has infected person#930
person#555 has infected person#1133
Person#555 has died
Person#556 has died
person#558 has infected person#1845
Person#558 has died
Person#559 has Survived the disease
person#560 has infected person#1706
Person#560 has died
person#562 has infected person#2473
Person#562 has died
person#563 has infected person#1419
person#563 has infected person#1656
person#563 has infected person#1194
Person#563 has Survived the disease
person#564 has infected person#35
Person#564 has died
person#565 has infected person#1760
person#565 has infected person#2100
person#565 has infected person#2469
Person#565 has died
person#566 has infected person#1906
person#566 has infected person#2091
Person#566 has died
person#567 has infected person#2199
person#567 has infected person#2593
Person#567 has died
Person#568 has died
Person#569 has died
Person#570 has Survived the disease
Person#572 has died
person#573 has infected person#1022
Person#573 has died
Person#574 has died
person#575 has infected person#1799
Person#575 has died
person#576 has infected person#285
Person#576 has died
person#578 has infected person#980
person#578 has infected person#2004
Person#578 has Survived the disease
Person#579 has died
person#580 has infected person#989
Person#580 has died
Person#581 has died
Person#582 has died
person#583 has infected person#1809
Person#583 has died
Person#584 has died
Person#585 has died
person#586 has infected person#1428
Person#586 has died
person#587 has infected person#2714
Person#587 has died
Person#589 has Survived the disease
person#590 has infected person#2675
Person#590 has died
person#591 has infected person#1288
person#591 has infected person#1377
Person#591 has died
person#592 has infected person#2486
Person#592 has died
person#593 has infected person#1070
Person#593 has died
person#595 has infected person#1417
Person#595 has died
Person#597 has died
Person#598 has died
person#599 has infected person#2115
Person#599 has died
Person#600 has died
Person#601 has died
person#602 has infected person#90
person#602 has infected person#429
Person#602 has died
person#604 has infected person#85
Person#604 has died
Person#606 has died
person#607 has infected person#2163
Person#607 has Survived the disease
person#608 has infected person#1105
Person#608 has died
Person#609 has died
Person#610 has died
Person#611 has died
Person#612 has died
Person#614 has died
Person#615 has died
person#616 has infected person#867
Person#616 has died
Person#617 has died
person#618 has infected person#2648
Person#618 has died
person#619 has infected person#2221
person#619 has infected person#389
person#619 has infected person#2119
Person#619 has Survived the disease
Person#620 has died
person#621 has infected person#1468
person#621 has infected person#2899
Person#621 has died
person#622 has infected person#839
Person#622 has died
Person#623 has died
Person#624 has died
person#625 has infected person#1980
Person#625 has died
Person#629 has died
Person#630 has Survived the disease
Person#632 has died
person#633 has infected person#490
Person#633 has died
Person#634 has died
Person#635 has died
person#636 has infected person#577
person#636 has infected person#1504
Person#636 has died
Person#637 has died
Person#640 has died
Person#643 has Survived the disease
Person#644 has died
person#645 has infected person#282
Person#645 has died
Person#646 has Survived the disease
Person#647 has died
person#649 has infected person#1118
Person#649 has died
Person#650 has died
Person#651 has died
person#652 has infected person#808
Person#652 has died
Person#653 has died
Person#654 has Survived the disease
person#657 has infected person#778
Person#657 has Survived the disease
Person#658 has died
Person#659 has died
Person#660 has died
Person#662 has died
person#665 has infected person#1427
Person#665 has died
person#666 has infected person#1902
Person#666 has died
Person#667 has died
Person#669 has died
person#670 has infected person#493
Person#670 has Survived the disease
Person#671 has died
Person#672 has died
person#673 has infected person#999
Person#673 has died
Person#674 has died
Person#675 has died
Person#676 has died
person#677 has infected person#350
Person#677 has died
Person#678 has Survived the disease
person#679 has infected person#1441
Person#679 has died
Person#680 has died
person#681 has infected person#2286
Person#681 has died
Person#682 has died
Person#683 has died
Person#684 has died
person#685 has infected person#1947
Person#685 has died
person#690 has infected person#1328
Person#690 has died
Person#691 has died
Person#692 has died
person#693 has infected person#395
person#693 has infected person#898
Person#693 has died
Person#694 has died
Person#695 has died
Person#697 has died
Person#698 has died
Person#699 has died
person#700 has infected person#2584
Person#700 has died
Person#701 has died
Person#702 has died
Person#703 has died
person#704 has infected person#1415
Person#704 has died
Person#705 has Survived the disease
person#706 has infected person#2555
Person#706 has Survived the disease
Person#707 has died
Person#710 has died
Person#711 has died
Person#712 has died
Person#713 has died
Person#715 has died
Person#716 has died
Person#717 has Survived the disease
Person#718 has died
Person#719 has died
Person#722 has Survived the disease
person#723 has infected person#2685
Person#723 has died
Person#724 has died
Person#726 has died
Person#727 has died
Person#728 has died
Person#729 has died
Person#730 has died
Person#731 has Survived the disease
Person#732 has died
Person#734 has died
Person#735 has died
Person#736 has died
Person#737 has died
person#739 has infected person#1473
Person#739 has Survived the disease
Person#740 has died
person#741 has infected person#1151
Person#741 has died
Person#743 has Survived the disease
Person#744 has died
Person#745 has died
Person#746 has died
Person#747 has died
Person#748 has died
Person#749 has died
Person#750 has Survived the disease
Person#751 has Survived the disease
Person#752 has died
Person#753 has Survived the disease
Person#754 has Survived the disease
Person#755 has died
person#756 has infected person#2330
Person#756 has Survived the disease
Person#757 has Survived the disease
Person#758 has died
Person#759 has Survived the disease
Person#760 has died
Person#761 has died
Person#762 has died
Person#764 has died
Person#765 has died
Person#766 has died
Person#767 has died
Person#768 has died
Person#769 has died
Person#770 has Survived the disease
Person#771 has died
Person#772 has died
Person#774 has died
Person#775 has Survived the disease
Person#776 has Survived the disease
Person#778 has died
Person#779 has died
Person#781 has died
Person#782 has died
Person#783 has died
Person#785 has died
Person#786 has died
Person#787 has died
Person#788 has died
person#789 has infected person#982
Person#789 has died
Person#790 has Survived the disease
person#791 has infected person#2176
Person#791 has died
Person#792 has died
Person#793 has Survived the disease
Person#794 has Survived the disease
Person#795 has died
Person#796 has Survived the disease
person#797 has infected person#2791
Person#797 has died
Person#798 has died
Person#799 has died
Person#800 has died
Person#801 has died
Person#802 has died
person#803 has infected person#970
Person#803 has died
Person#804 has died
Person#805 has died
Person#806 has died
Person#807 has died
Person#808 has died
Person#809 has died
Person#811 has died
Person#812 has Survived the disease
Person#813 has Survived the disease
Person#814 has died
Person#815 has died
Person#816 has died
Person#818 has died
Person#819 has died
person#820 has infected person#696
Person#820 has died
person#821 has infected person#1502
Person#821 has died
person#823 has infected person#1909
person#823 has infected person#483
Person#823 has died
Person#824 has died
Person#825 has died
Person#826 has died
Person#827 has died
Person#828 has died
Person#829 has died
Person#830 has died
Person#832 has died
Person#833 has died
Person#834 has died
Person#835 has died
Person#836 has died
Person#837 has died
Person#838 has Survived the disease
Person#839 has died
Person#840 has died
Person#841 has Survived the disease
Person#843 has died
Person#844 has Survived the disease
Person#845 has died
Person#846 has died
Person#847 has died
Person#848 has died
Person#849 has died
Person#850 has died
Person#851 has died
Person#852 has died
Person#853 has died
Person#854 has died
Person#855 has died
Person#858 has died
Person#859 has died
Person#860 has Survived the disease
Person#861 has died
Person#862 has died
Person#864 has died
Person#865 has died
Person#866 has died
Person#867 has died
Person#868 has died
Person#870 has Survived the disease
Person#871 has died
Person#872 has died
Person#874 has died
Person#875 has died
Person#876 has died
Person#879 has died
Person#880 has died
Person#881 has died
Person#882 has died
Person#884 has Survived the disease
Person#885 has died
Person#886 has Survived the disease
Person#888 has died
Person#889 has died
Person#890 has Survived the disease
Person#892 has Survived the disease
Person#893 has Survived the disease
Person#894 has died
Person#895 has died
Person#896 has Survived the disease
Person#897 has died
Person#898 has died
Person#900 has died
Person#901 has died
Person#902 has Survived the disease
Person#903 has died
Person#904 has died
Person#905 has died
Person#906 has died
Person#907 has died
Person#908 has died
Person#909 has died
Person#910 has Survived the disease
Person#911 has died
Person#912 has died
Person#914 has died
Person#915 has died
Person#916 has died
Person#917 has Survived the disease
Person#918 has died
Person#919 has died
Person#920 has died
Person#921 has died
Person#922 has Survived the disease
Person#923 has died
Person#924 has Survived the disease
Person#925 has died
person#926 has infected person#2293
Person#926 has died
Person#927 has Survived the disease
Person#928 has died
Person#929 has died
Person#930 has died
Person#931 has died
Person#932 has died
Person#933 has Survived the disease
Person#935 has died
Person#936 has died
Person#939 has died
Person#940 has Survived the disease
Person#941 has died
Person#942 has died
Person#943 has died
Person#944 has died
Person#945 has died
Person#946 has died
Person#947 has died
Person#948 has died
Person#949 has died
person#951 has infected person#2006
Person#951 has died
Person#953 has Survived the disease
Person#954 has died
Person#955 has died
Person#956 has died
Person#957 has died
Person#958 has died
Person#959 has died
Person#960 has died
Person#962 has Survived the disease
Person#963 has Survived the disease
Person#964 has died
Person#965 has died
Person#966 has died
Person#967 has died
Person#968 has died
Person#970 has died
Person#972 has died
Person#973 has died
Person#974 has Survived the disease
Person#975 has died
Person#977 has died
Person#978 has Survived the disease
Person#979 has died
Person#980 has died
Person#982 has died
Person#983 has died
Person#984 has died
Person#986 has died
Person#988 has died
Person#989 has died
Person#990 has died
Person#991 has Survived the disease
Person#992 has died
Person#993 has died
Person#995 has Survived the disease
Person#997 has died
Person#998 has died
Person#999 has died
Person#1001 has died
Person#1002 has died
Person#1003 has died
Person#1004 has Survived the disease
Person#1006 has Survived the disease
Person#1007 has died
Person#1008 has Survived the disease
Person#1009 has Survived the disease
Person#1010 has died
Person#1013 has died
Person#1014 has died
Person#1015 has died
Person#1016 has died
Person#1017 has Survived the disease
Person#1019 has died
Person#1020 has Survived the disease
Person#1022 has died
Person#1024 has died
Person#1025 has died
Person#1026 has died
Person#1027 has died
Person#1028 has Survived the disease
Person#1030 has died
Person#1032 has died
Person#1035 has died
Person#1037 has died
Person#1040 has died
Person#1041 has died
Person#1042 has died
Person#1045 has Survived the disease
Person#1046 has died
Person#1047 has died
Person#1048 has died
Person#1049 has Survived the disease
Person#1050 has Survived the disease
Person#1052 has died
Person#1053 has Survived the disease
Person#1055 has died
Person#1056 has died
Person#1057 has died
Person#1058 has Survived the disease
Person#1059 has died
person#1061 has infected person#2941
Person#1061 has died
Person#1062 has died
Person#1063 has died
Person#1064 has died
Person#1065 has Survived the disease
Person#1068 has died
Person#1070 has died
Person#1071 has died
Person#1072 has died
Person#1073 has died
Person#1074 has died
Person#1075 has died
Person#1076 has died
Person#1077 has died
Person#1079 has Survived the disease
Person#1080 has died
Person#1081 has died
Person#1082 has died
Person#1083 has Survived the disease
Person#1084 has died
Person#1085 has Survived the disease
Person#1086 has died
Person#1087 has died
Person#1088 has died
Person#1089 has died
Person#1091 has died
Person#1092 has died
Person#1093 has Survived the disease
Person#1095 has died
Person#1097 has died
Person#1100 has died
Person#1101 has Survived the disease
Person#1102 has died
Person#1103 has Survived the disease
Person#1104 has died
Person#1105 has died
Person#1107 has died
Person#1108 has died
Person#1109 has died
Person#1110 has died
Person#1111 has died
Person#1112 has died
Person#1113 has died
Person#1114 has died
Person#1115 has died
Person#1116 has Survived the disease
Person#1117 has Survived the disease
Person#1118 has died
Person#1120 has died
Person#1121 has died
Person#1122 has Survived the disease
Person#1123 has died
Person#1124 has died
Person#1125 has died
Person#1126 has died
Person#1127 has died
Person#1128 has died
Person#1129 has died
Person#1131 has died
Person#1132 has died
Person#1133 has died
Person#1135 has died
Person#1136 has died
Person#1137 has died
Person#1139 has died
Person#1140 has died
Person#1141 has died
Person#1143 has died
Person#1145 has died
Person#1146 has Survived the disease
Person#1147 has died
Person#1148 has died
Person#1149 has Survived the disease
Person#1150 has died
Person#1151 has died
Person#1152 has Survived the disease
Person#1156 has died
Person#1157 has died
Person#1158 has died
Person#1159 has died
Person#1160 has Survived the disease
Person#1161 has died
Person#1162 has died
Person#1163 has died
Person#1165 has Survived the disease
Person#1166 has Survived the disease
Person#1167 has died
Person#1168 has died
Person#1169 has died
Person#1171 has died
Person#1172 has died
Person#1174 has died
Person#1175 has Survived the disease
Person#1177 has died
Person#1178 has Survived the disease
Person#1180 has died
Person#1182 has died
Person#1183 has died
Person#1184 has Survived the disease
Person#1185 has died
Person#1186 has died
Person#1188 has died
Person#1191 has died
Person#1192 has died
Person#1193 has died
Person#1194 has Survived the disease
Person#1195 has died
Person#1196 has died
Person#1199 has died
Person#1200 has died
Person#1201 has died
Person#1202 has died
Person#1203 has Survived the disease
Person#1205 has died
Person#1206 has died
Person#1207 has died
Person#1208 has died
Person#1209 has Survived the disease
Person#1210 has died
Person#1211 has died
Person#1212 has died
Person#1214 has died
Person#1216 has died
Person#1217 has Survived the disease
Person#1218 has Survived the disease
Person#1219 has died
Person#1220 has died
Person#1221 has died
Person#1222 has died
Person#1225 has died
Person#1226 has died
Person#1227 has died
Person#1229 has died
Person#1230 has Survived the disease
Person#1231 has Survived the disease
Person#1232 has died
Person#1233 has died
Person#1234 has Survived the disease
Person#1235 has died
Person#1236 has died
Person#1237 has Survived the disease
Person#1238 has died
Person#1239 has died
Person#1242 has died
Person#1243 has died
Person#1244 has died
Person#1246 has died
Person#1247 has died
Person#1248 has Survived the disease
Person#1250 has died
Person#1252 has died
Person#1253 has died
Person#1254 has died
Person#1255 has died
Person#1256 has died
Person#1257 has died
Person#1258 has Survived the disease
Person#1259 has died
Person#1260 has Survived the disease
Person#1261 has died
Person#1262 has died
Person#1263 has died
Person#1264 has died
Person#1268 has Survived the disease
Person#1269 has Survived the disease
Person#1270 has died
Person#1271 has died
Person#1273 has died
Person#1274 has died
Person#1275 has died
Person#1276 has died
Person#1278 has died
Person#1279 has died
Person#1280 has died
Person#1281 has died
Person#1282 has died
Person#1283 has died
Person#1284 has Survived the disease
Person#1287 has died
Person#1288 has Survived the disease
Person#1289 has died
Person#1290 has died
Person#1291 has Survived the disease
Person#1292 has died
Person#1293 has Survived the disease
Person#1294 has Survived the disease
Person#1296 has died
Person#1297 has Survived the disease
Person#1298 has died
Person#1299 has died
Person#1300 has died
Person#1301 has died
Person#1302 has died
Person#1303 has died
Person#1304 has died
Person#1305 has Survived the disease
Person#1306 has died
Person#1307 has died
Person#1308 has Survived the disease
Person#1309 has died
Person#1310 has died
Person#1311 has Survived the disease
Person#1312 has died
Person#1313 has died
Person#1314 has died
Person#1316 has died
Person#1317 has Survived the disease
Person#1318 has died
Person#1319 has died
Person#1322 has Survived the disease
Person#1324 has died
Person#1325 has died
Person#1326 has died
Person#1328 has Survived the disease
Person#1329 has Survived the disease
Person#1331 has Survived the disease
Person#1333 has died
Person#1334 has Survived the disease
Person#1335 has died
Person#1337 has died
Person#1338 has died
Person#1339 has died
Person#1340 has died
Person#1341 has died
Person#1342 has died
Person#1343 has died
Person#1344 has died
Person#1345 has died
Person#1346 has died
Person#1347 has Survived the disease
Person#1348 has Survived the disease
Person#1349 has died
Person#1350 has died
Person#1351 has died
Person#1352 has died
Person#1353 has died
Person#1354 has died
Person#1355 has died
Person#1356 has died
Person#1357 has died
Person#1358 has died
Person#1359 has died
Person#1361 has died
Person#1362 has died
Person#1363 has Survived the disease
Person#1364 has died
Person#1366 has died
Person#1367 has died
Person#1368 has died
Person#1369 has died
Person#1370 has died
Person#1371 has died
Person#1373 has died
Person#1374 has Survived the disease
Person#1375 has Survived the disease
Person#1376 has Survived the disease
Person#1377 has died
Person#1380 has died
Person#1381 has died
Person#1382 has died
Person#1383 has died
Person#1385 has died
Person#1386 has died
Person#1387 has Survived the disease
Person#1388 has died
Person#1390 has died
Person#1391 has died
Person#1392 has died
Person#1394 has died
Person#1395 has died
Person#1398 has died
Person#1399 has Survived the disease
Person#1400 has died
Person#1401 has died
Person#1402 has Survived the disease
Person#1404 has died
Person#1405 has died
Person#1407 has died
Person#1408 has died
Person#1409 has died
Person#1411 has died
Person#1412 has died
Person#1414 has died
Person#1415 has died
Person#1417 has died
Person#1418 has Survived the disease
Person#1419 has died
Person#1420 has died
Person#1421 has Survived the disease
Person#1423 has died
Person#1425 has died
Person#1426 has died
Person#1427 has Survived the disease
Person#1428 has died
Person#1429 has died
Person#1430 has died
Person#1431 has died
Person#1432 has Survived the disease
Person#1433 has died
Person#1435 has died
Person#1436 has Survived the disease
Person#1437 has died
Person#1438 has Survived the disease
Person#1439 has died
Person#1440 has Survived the disease
Person#1441 has died
Person#1443 has died
Person#1444 has died
Person#1446 has died
Person#1447 has Survived the disease
Person#1448 has died
Person#1449 has died
Person#1450 has Survived the disease
Person#1452 has died
Person#1453 has died
Person#1454 has Survived the disease
Person#1458 has died
Person#1459 has died
Person#1460 has died
Person#1461 has died
Person#1462 has Survived the disease
Person#1463 has died
Person#1465 has Survived the disease
Person#1466 has died
Person#1467 has died
Person#1468 has died
Person#1470 has Survived the disease
Person#1471 has died
Person#1472 has died
Person#1473 has died
Person#1474 has Survived the disease
Person#1475 has died
Person#1476 has died
Person#1477 has died
Person#1478 has Survived the disease
Person#1479 has Survived the disease
Person#1480 has died
Person#1481 has died
Person#1483 has died
Person#1484 has died
Person#1485 has died
Person#1486 has died
Person#1488 has Survived the disease
Person#1489 has died
Person#1490 has died
Person#1491 has died
Person#1492 has died
Person#1493 has died
Person#1495 has died
Person#1496 has Survived the disease
Person#1497 has died
Person#1498 has died
Person#1499 has died
Person#1500 has died
Person#1502 has Survived the disease
Person#1503 has died
Person#1504 has died
Person#1505 has died
Person#1506 has died
Person#1508 has died
Person#1509 has died
Person#1512 has died
Person#1513 has died
Person#1514 has died
Person#1515 has died
Person#1516 has Survived the disease
Person#1517 has died
Person#1518 has died
Person#1519 has died
Person#1520 has died
Person#1521 has died
Person#1522 has Survived the disease
Person#1523 has Survived the disease
Person#1524 has died
Person#1525 has died
Person#1527 has died
Person#1528 has died
Person#1529 has died
Person#1530 has died
Person#1531 has died
Person#1532 has died
Person#1533 has Survived the disease
Person#1534 has died
Person#1535 has died
Person#1536 has died
Person#1537 has died
Person#1539 has died
Person#1540 has died
Person#1541 has died
Person#1542 has died
Person#1544 has Survived the disease
Person#1545 has died
Person#1546 has Survived the disease
Person#1547 has died
Person#1549 has died
Person#1550 has died
Person#1551 has died
Person#1552 has died
Person#1553 has died
Person#1554 has died
Person#1555 has Survived the disease
Person#1556 has died
Person#1558 has died
Person#1560 has died
Person#1562 has died
Person#1563 has died
Person#1564 has died
Person#1565 has died
Person#1566 has Survived the disease
Person#1568 has died
Person#1569 has Survived the disease
Person#1570 has died
Person#1571 has died
Person#1572 has died
Person#1573 has died
Person#1575 has died
Person#1576 has died
Person#1577 has died
Person#1578 has died
Person#1579 has died
Person#1580 has died
Person#1581 has died
Person#1582 has died
Person#1584 has died
Person#1585 has Survived the disease
Person#1586 has died
Person#1591 has died
Person#1592 has died
Person#1593 has died
Person#1594 has died
Person#1595 has died
Person#1596 has Survived the disease
Person#1597 has died
Person#1598 has died
Person#1599 has Survived the disease
Person#1601 has died
Person#1602 has died
Person#1603 has Survived the disease
Person#1605 has died
Person#1607 has died
Person#1608 has Survived the disease
Person#1609 has died
Person#1610 has died
Person#1611 has died
Person#1612 has died
Person#1615 has died
Person#1616 has died
Person#1617 has Survived the disease
Person#1618 has died
Person#1619 has died
Person#1620 has died
Person#1621 has died
Person#1622 has died
Person#1623 has died
Person#1624 has died
Person#1625 has died
Person#1626 has died
Person#1627 has died
Person#1628 has died
Person#1631 has died
Person#1632 has Survived the disease
Person#1633 has died
Person#1634 has died
Person#1635 has died
Person#1636 has died
Person#1637 has died
Person#1638 has died
Person#1639 has died
Person#1641 has Survived the disease
Person#1642 has Survived the disease
Person#1643 has Survived the disease
Person#1644 has died
Person#1645 has died
Person#1646 has died
Person#1648 has died
Person#1649 has died
Person#1650 has Survived the disease
Person#1651 has Survived the disease
Person#1652 has died
Person#1654 has died
Person#1655 has died
Person#1656 has died
Person#1657 has died
Person#1658 has died
Person#1659 has Survived the disease
Person#1660 has died
Person#1661 has died
Person#1663 has Survived the disease
Person#1664 has died
Person#1665 has died
Person#1666 has died
Person#1667 has died
Person#1669 has Survived the disease
Person#1670 has died
Person#1671 has died
Person#1672 has died
Person#1673 has died
Person#1674 has Survived the disease
Person#1675 has died
Person#1676 has died
Person#1677 has died
Person#1678 has died
Person#1679 has died
Person#1680 has Survived the disease
Person#1681 has died
Person#1683 has Survived the disease
Person#1685 has died
Person#1686 has died
Person#1687 has died
Person#1688 has died
Person#1689 has died
Person#1691 has died
Person#1692 has died
Person#1693 has died
Person#1694 has died
Person#1695 has died
Person#1696 has Survived the disease
Person#1698 has died
Person#1699 has died
Person#1702 has Survived the disease
Person#1703 has died
Person#1704 has died
Person#1705 has died
Person#1706 has died
Person#1707 has Survived the disease
Person#1708 has Survived the disease
Person#1710 has Survived the disease
Person#1711 has died
Person#1712 has Survived the disease
Person#1713 has died
Person#1714 has Survived the disease
Person#1715 has Survived the disease
Person#1716 has died
Person#1717 has died
Person#1718 has died
Person#1719 has died
Person#1720 has died
Person#1721 has died
Person#1722 has died
Person#1723 has died
Person#1724 has Survived the disease
Person#1725 has died
Person#1727 has died
Person#1728 has Survived the disease
Person#1729 has died
Person#1730 has died
Person#1731 has died
Person#1732 has died
Person#1733 has died
Person#1735 has died
Person#1736 has died
Person#1737 has Survived the disease
Person#1739 has died
Person#1741 has Survived the disease
Person#1744 has Survived the disease
Person#1746 has Survived the disease
Person#1747 has died
Person#1748 has Survived the disease
Person#1749 has died
Person#1750 has died
Person#1751 has died
Person#1754 has died
Person#1755 has died
Person#1756 has died
Person#1757 has Survived the disease
Person#1758 has Survived the disease
Person#1760 has died
Person#1761 has Survived the disease
Person#1762 has died
Person#1763 has died
Person#1764 has died
Person#1765 has died
Person#1766 has died
Person#1767 has Survived the disease
Person#1769 has died
Person#1770 has died
Person#1771 has Survived the disease
Person#1772 has Survived the disease
Person#1773 has died
Person#1774 has died
Person#1775 has Survived the disease
Person#1776 has died
Person#1777 has Survived the disease
Person#1778 has died
Person#1779 has Survived the disease
Person#1780 has Survived the disease
Person#1781 has died
Person#1783 has died
Person#1784 has died
Person#1785 has died
Person#1786 has Survived the disease
Person#1787 has died
Person#1788 has died
Person#1789 has died
Person#1790 has died
Person#1791 has died
Person#1792 has died
Person#1793 has died
Person#1794 has died
Person#1795 has Survived the disease
Person#1796 has died
Person#1797 has died
Person#1798 has died
Person#1799 has died
Person#1801 has died
Person#1802 has died
Person#1803 has died
Person#1804 has died
Person#1805 has died
Person#1806 has died
Person#1808 has died
Person#1809 has died
Person#1811 has died
Person#1813 has died
Person#1814 has died
Person#1815 has died
Person#1816 has died
Person#1817 has died
Person#1818 has died
Person#1820 has died
Person#1821 has died
Person#1822 has died
Person#1823 has died
Person#1825 has died
Person#1826 has died
Person#1827 has Survived the disease
Person#1828 has died
Person#1829 has died
Person#1831 has died
Person#1833 has died
Person#1834 has died
Person#1835 has died
Person#1836 has died
Person#1837 has died
Person#1838 has died
Person#1839 has died
Person#1840 has died
Person#1842 has died
Person#1844 has Survived the disease
Person#1845 has died
Person#1846 has died
Person#1847 has died
Person#1848 has died
Person#1849 has died
Person#1850 has died
Person#1851 has Survived the disease
Person#1855 has died
Person#1856 has died
Person#1858 has Survived the disease
Person#1859 has died
Person#1860 has died
Person#1861 has Survived the disease
Person#1863 has died
Person#1864 has died
Person#1865 has Survived the disease
Person#1866 has died
Person#1868 has died
Person#1871 has Survived the disease
Person#1872 has died
Person#1873 has Survived the disease
Person#1874 has died
Person#1875 has died
Person#1876 has died
Person#1877 has Survived the disease
Person#1878 has died
Person#1880 has Survived the disease
Person#1881 has died
Person#1884 has died
Person#1885 has died
Person#1886 has died
Person#1887 has died
Person#1888 has died
Person#1889 has died
Person#1891 has Survived the disease
Person#1892 has died
Person#1893 has died
Person#1894 has died
Person#1897 has died
Person#1898 has died
Person#1899 has Survived the disease
Person#1900 has died
Person#1901 has Survived the disease
Person#1902 has died
Person#1903 has died
Person#1904 has died
Person#1905 has died
Person#1906 has died
Person#1907 has died
Person#1909 has died
Person#1910 has died
Person#1912 has died
Person#1914 has died
Person#1915 has died
Person#1916 has died
Person#1918 has died
Person#1919 has Survived the disease
Person#1921 has died
Person#1922 has Survived the disease
Person#1924 has died
Person#1925 has died
Person#1926 has died
Person#1927 has died
Person#1928 has died
Person#1930 has Survived the disease
Person#1931 has Survived the disease
Person#1932 has died
Person#1933 has died
Person#1934 has died
Person#1935 has died
Person#1936 has died
Person#1938 has died
Person#1940 has died
Person#1941 has died
Person#1943 has died
Person#1945 has died
Person#1946 has died
Person#1947 has Survived the disease
Person#1948 has died
Person#1949 has died
Person#1950 has died
Person#1951 has died
Person#1952 has died
Person#1953 has died
Person#1954 has died
Person#1955 has Survived the disease
Person#1956 has died
Person#1957 has died
Person#1958 has died
Person#1959 has died
Person#1960 has Survived the disease
Person#1962 has died
Person#1963 has died
Person#1964 has died
Person#1965 has died
